4Rec;5;6;4;0
4Rec;4;6;4;0
4Rec;3;5;5;0
4Rec;4;5;3;0
4Rec;3;3;3;0
4Rec;3;4;4;0
4Rec;3;3;3;0
4Rec;3;3;3;0
4Rec;3;5;5;0
4Rec;4;3;3;0
4Rec;4;5;5;0
4Rec;4;6;1;0
4Rec;3;3;3;0
4Rec;3;3;3;0
4Rec;3;3;3;0
4Rec;3;4;4;0
4Rec;3;3;3;0
4Rec;3;3;3;0
4Rec;3;5;5;0
4Rec;4;4;4;1
